z;S_dispersion_relation_re;S_dispersion_relation_im;S_kernel_re;S_kernel_im;S_discrete_re;S_discrete_im
0.0078445186066958515;4.7747115516688305e-05;-7.0276243004189045e-20;-2.8091642489637684e-05;0;-2.1955277909865411e-05;-0.00010069607887137429
0.0081120296390731171;4.7863814822661918e-05;-7.0419388981891613e-20;-2.8178166506852895e-05;0;-5.4487903614650724e-05;0.00012890803041228224
0.0081228944911124253;4.7980775560548052e-05;-7.0562785715895083e-20;-2.8264723599240513e-05;0;-4.7881162490081338e-05;0.00013071803519418225
0.0082653192672716442;4.8097998253039398e-05;-7.0706433548378444e-20;-2.8351320788682957e-05;0;5.1612622651361711e-05;6.0560499238254323e-05
0.0082926162781471781;4.8215483423715418e-05;-7.0850332821764887e-20;-2.8437964807708426e-05;0;6.6375396129030728e-05;3.2540082725449724e-05
0.0085512573009769027;4.8333231597043883e-05;-7.0994483878722165e-20;-2.8524662113823323e-05;0;1.0099426021187575e-05;-0.00012427629731119066
0.0087000467311753472;4.8451243298381395e-05;-7.1138887062161418e-20;-2.8611418903078361e-05;0;-7.8177234907430808e-05;2.7674918774447336e-06
0.0087005289014357931;4.8569519053975313e-05;-7.1283542715237766e-20;-2.8698241122911946e-05;0;-7.8322738607281673e-05;3.2996164312704785e-06
0.0091195854885756968;4.8688059390964029e-05;-7.1428451181348948e-20;-2.87851344843119e-05;0;8.5635207373584127e-05;-4.9602610734362541e-05
0.0093028489382086157;4.8806864837378761e-05;-7.1573612804135753e-20;-2.8872104473334095e-05;0;7.7652637289048435e-06;-0.00012365324318758397
0.0094669947451780125;4.8925935922144212e-05;-7.1719027927481052e-20;-2.895915636201445e-05;0;-8.1498327256010347e-05;2.0410806849905369e-05
0.00947782720239824;4.9045273175080208e-05;-7.1864696895510127e-20;-2.904629521870841e-05;0;-8.3286760805876932e-05;3.2079848364764143e-05
0.0095482366292412874;4.9164877126902481e-05;-7.2010620052589712e-20;-2.9133525917889764e-05;0;-7.7702018777185247e-05;9.7327794764348963e-05
